Open,High,Low,Close,Year,Month,Day_of_Month,Day_of_Week_sin,Day_of_Week_cos,Simple_Moving_Average (SMA),Simple_Return
0.07104881457774326,0.04752376652972427,0.08410628976575174,0.05971623801071353,0.5621253047275344,-1.0120942225032543,0.9488692085667728,-0.7427213184767723,1.443477166547548,0.03709624428824111,-0.18483143028923463
-1.9395374646443106,-1.9779792134307341,-2.0550121566628414,-2.09959518747263,-1.5065600366260619,1.6246371790713574,0.26311278972737756,0.10706448164519491,-1.0425043945633568,-2.101991852471611,-4.548103219981852
0.8768967076751266,0.8593503097284394,0.8810117173572416,0.8778904842093366,0.5621253047275344,0.4527565561493077,1.2917474179864705,1.1667300419260158,-0.15526784774665062,0.8628134909706181,0.03767869268465945
0.0814033519759763,0.08682330335870712,0.07778353712168785,0.05358353863444497,0.9069061949531338,0.7457267118798201,0.26311278972737756,-1.592507118598739,-1.0425043945633568,0.07063919495538985,-0.4553133311363177
0.1453366003301845,0.12236269931825125,0.13242166374397843,0.12104323177339665,-0.4722173659492637,-1.5980345339642792,-1.108400047951413,0.10706448164519491,-1.0425043945633568,0.1178119901299391,-0.39025877104980056
1.0322147686486258,1.0158206878438358,1.018800006109962,0.9987407366240355,1.2516870851787332,0.7457267118798201,0.8345764720935402,-1.592507118598739,-1.0425043945633568,1.004259377321355,-0.4349215204495164
0.6381403395274934,0.6251299220223708,0.638003280829717,0.6244055766569114,1.2516870851787332,0.1597864004187953,0.6059909991470752,0.10706448164519491,-1.0425043945633568,0.6283028329922239,-0.18526798945237824
-0.07379430739986755,-0.09050979183874078,-0.07181517638126522,-0.07508289925981232,0.5621253047275344,-1.3050643782337668,-1.2226927844246456,1.1667300419260158,-0.15526784774665062,-0.02498721411514837,-0.02457191500665873
0.28993891911248726,0.2870811283730627,0.30826576558078367,0.3081506872532695,0.5621253047275344,-0.42615391104222955,-0.9941073114781804,1.1667300419260158,-0.15526784774665062,0.3251837910483857,0.2959768848174028
0.37277521829835336,0.3890901113149603,0.4004825164083613,0.4060333792588073,0.5621253047275344,0.7457267118798201,1.5203328909329354,-0.7427213184767723,1.443477166547548,0.5053442357339722,0.5275305595417205
-0.23982811056456138,-0.2656595794345793,-0.39773518059982144,-0.37378143358629384,-1.5065600366260619,-1.0120942225032543,-1.336985520897878,0.7885397821141075,0.9510980298064995,-0.24734217743534756,-2.364403109451584
-0.00841623987381366,-0.032530845529314935,-0.0041736528117480255,-0.024939063183265144,-0.12743647572366434,-0.7191240667727419,1.6346256274061681,-0.7427213184767723,1.443477166547548,-0.04910527230377598,-0.2773494282559254
-2.1651700586476723,-2.2052857937317043,-2.274280446470201,-2.320612863033046,-1.5065600366260619,1.6246371790713574,0.8345764720935402,0.7885397821141075,0.9510980298064995,-2.1584203753878883,-4.8007955831183144
-0.8137825265805817,-0.8438722092610059,-0.8052544830927146,-0.819905250957971,-0.8169982561748631,0.1597864004187953,-0.4226436291120177,-0.7427213184767723,1.443477166547548,-0.8703275702656282,-0.1545654252632161
-0.16782795516754442,-0.19094194151280902,-0.16820732989831966,-0.19773688678517856,-0.12743647572366434,-0.42615391104222955,-0.6512291020584827,0.10706448164519491,-1.0425043945633568,-0.139294243405937,-0.5238723260442478
