Volume,Simple_Return,SMA_Close,Year,Month,Day_of_Month,Day_of_Week,Best_Months,Intermediate_Months,Worst_Months,Day_of_Week_sin,Day_of_Week_cos
-0.5144417732979691,-0.11325513119379425,0.5933648248803205,1.24578831245615,0.14824187072453582,0.3787562228372961,-0.7455045628264074,-0.7082593602419314,-0.4473593388948976,1.1793680896603447,0.798397641012945,0.9461556185072058
-0.5226009987474379,-6.849763937719025,-1.8921556665466526,-1.5079217679662091,1.0295549514690052,-0.07706349034685962,-0.021625923499711222,1.4119121555391998,-0.4473593388948976,-0.8479116984486139,1.1759800521524804,-0.15668429889566104
-0.5260747283942415,0.3364942031219198,0.8410315724349228,1.24578831245615,1.6170970052986513,-0.874747988419132,0.702252715826985,-0.7082593602419314,-0.4473593388948976,-0.8479116984486139,0.1180176460044398,-1.041093245212911
4.141406150753866,1.8845327472944253,-0.41849135088920264,-0.47528048780782445,0.4420128976393589,-0.7607930601230931,-0.7455045628264074,-0.7082593602419314,-0.4473593388948976,1.1793680896603447,0.798397641012945,0.9461556185072058
3.017775786628505,0.33658464157172246,-0.09160704319773871,-0.47528048780782445,-1.3206132638495798,1.0624857926135296,1.4261313551536812,1.4119121555391998,-0.4473593388948976,-0.8479116984486139,-1.5788223071015575,-1.0410932452129111
-0.5226413909526334,0.3624662140396581,1.721011675573556,1.5900020725089448,-0.4393001831051104,-0.5328832035310153,0.702252715826985,-0.7082593602419314,-0.4473593388948976,1.1793680896603447,0.1180176460044398,-1.041093245212911
-0.45575189914906733,-0.6216420434581376,-0.057839802296651754,-1.5079217679662091,-0.14552915619028728,-1.4445226298993268,-0.7455045628264074,-0.7082593602419314,2.2353394979308563,-0.8479116984486139,0.798397641012945,0.9461556185072058
-0.894330463160613,0.14294841698896488,0.3292740396668073,0.901574552403355,1.0295549514690052,-0.07706349034685962,0.702252715826985,1.4119121555391998,-0.4473593388948976,-0.8479116984486139,0.1180176460044398,-1.041093245212911
-1.1572837189826026,0.0005668186342076254,0.284573566038435,0.901574552403355,1.3233259783838283,1.2903956492056075,1.4261313551536812,1.4119121555391998,-0.4473593388948976,-0.8479116984486139,-1.5788223071015575,-1.0410932452129111
-1.1968276878688895,-0.5625144698008078,-1.12823231257952,-1.5079217679662091,0.7357839245541821,-0.6468381318270542,-0.021625923499711222,-0.7082593602419314,2.2353394979308563,-0.8479116984486139,1.1759800521524804,-0.15668429889566104
-0.015315293698533678,-0.31219513013592315,0.41901362687528293,0.5573607923505602,1.0295549514690052,1.5183055057976853,-0.021625923499711222,1.4119121555391998,-0.4473593388948976,-0.8479116984486139,1.1759800521524804,-0.15668429889566104
-0.8876657493033737,0.2656458856262162,-0.34795748665742027,1.24578831245615,-1.3206132638495798,0.3787562228372961,1.4261313551536812,1.4119121555391998,-0.4473593388948976,-0.8479116984486139,-1.5788223071015575,-1.0410932452129111
-0.879304562827928,-0.7368386022708643,0.11426185888617879,-0.47528048780782445,0.14824187072453582,-0.5328832035310153,-1.4693832021531037,-0.7082593602419314,-0.4473593388948976,1.1793680896603447,-0.730402330548559,1.4369655553567868
-1.0964934501635406,-0.7540948121477511,-0.46991624641621604,-1.5079217679662091,-0.14552915619028728,1.2903956492056075,1.4261313551536812,-0.7082593602419314,2.2353394979308563,-0.8479116984486139,-1.5788223071015575,-1.0410932452129111
0.1729123825119842,-0.1205745068628977,-0.024919161274890637,-0.47528048780782445,0.14824187072453582,0.26480129454125717,-1.4693832021531037,-0.7082593602419314,-0.4473593388948976,1.1793680896603447,-0.730402330548559,1.4369655553567868
-0.16561468923058026,0.08826123867606335,-0.0194041677752862,1.24578831245615,-1.6143842907644028,-1.10265784501121,-0.021625923499711222,-0.7082593602419314,-0.4473593388948976,1.1793680896603447,1.1759800521524804,-0.15668429889566104
0.07665775753136958,-0.05822020740088819,0.09926494673813231,-0.47528048780782445,0.14824187072453582,-1.10265784501121,-0.021625923499711222,-0.7082593602419314,-0.4473593388948976,1.1793680896603447,1.1759800521524804,-0.15668429889566104
-0.47005073978823547,0.15321320997171317,1.2142127992414873,1.5900020725089448,-1.0268422369347565,-1.10265784501121,-1.4693832021531037,1.4119121555391998,-0.4473593388948976,-0.8479116984486139,-0.730402330548559,1.4369655553567868
-0.1262322891650749,0.2511660690707815,0.8135533592088241,0.5573607923505602,0.4420128976393589,-1.6724324864914046,1.4261313551536812,-0.7082593602419314,-0.4473593388948976,1.1793680896603447,-1.5788223071015575,-1.0410932452129111
-0.5383135665684448,0.07830335204289682,-0.7187440452338937,-1.1637080079134143,1.6170970052986513,-0.19101841864289854,-1.4693832021531037,-0.7082593602419314,-0.4473593388948976,-0.8479116984486139,-0.730402330548559,1.4369655553567868
0.3667545752446613,0.7233900126795214,-0.2964842139944455,-1.5079217679662091,-0.14552915619028728,0.3787562228372961,0.702252715826985,-0.7082593602419314,2.2353394979308563,-0.8479116984486139,0.1180176460044398,-1.041093245212911
2.1316515890520367,0.09233158312319706,-0.07704552527334506,-0.47528048780782445,-1.3206132638495798,0.9485308643174907,0.702252715826985,1.4119121555391998,-0.4473593388948976,-0.8479116984486139,0.1180176460044398,-1.041093245212911
